date,Pairs,Volume_USD
2021-04-19,MATTER/MKR,50388.672032855815
2021-04-19,MATTER/WETH,37010.60675904662
2021-04-19,MCB/ALCX,7376.94252538547
2021-04-19,MEGA/WETH,817.3791974500025
2021-04-19,METRIC/KP3R,9783.148225764087
2021-04-19,METRIC/MPH,3912.976245167391
2021-04-19,METRIC/NAWA,20802.773924903246
2021-04-19,MFI/WETH,181.73099787483764
2021-04-19,MINT/HBT,4277.145557266239
2021-04-19,MINT/USDT,2874.66771586356
2021-04-19,MINT/WETH,153.1237235506842
2021-04-19,MIR/NAME,1109.3184268133728
2021-04-19,MIR/USDC,140617.50798124532
2021-04-19,MIR/USDT,69262.27194531486
2021-04-19,MIR/UST,1126780.6882591923
2021-04-19,MIR/WETH,789899.8851964483
2021-04-19,MKR/RAI,9771.771874610755
2021-04-19,MKR/USDT,91403.94614663642
2021-04-19,MKR/WBTC,197731.76089127187
2021-04-19,MKR/WETH,6871.144037396452
2021-04-19,MKR/aUSDC,10841.43645747841
2021-04-19,MOD/SWAP,3432.369162286946
2021-04-19,MOGE/WETH,1001.6994540917359
2021-04-19,MOVE/USDT,4149.67164640477
2021-04-19,MPH/USDT,88096.03548356728
2021-04-19,MPH/VISR,106091.94875558258
2021-04-19,MPH/WETH,55414.24071280486
2021-04-19,MRCH/SHOPX,196.2815164005276
2021-04-19,MRCH/USDC,14326.513775317037
2021-04-19,MTA/WETH,22058.05014939273
2021-04-19,MUTE/PREMIA,4212.548402011567
2021-04-19,MUTE/USDC,12990.321069686477
2021-04-19,NDS/LQTY,3199.5933746666187
2021-04-19,NDS/POGE,896.8029416424031
2021-04-19,NDX/DAI,1368.4403822873926
2021-04-19,NDX/WETH,21415.534229449702
2021-04-19,NFTX/USDC,6990.105781980934
2021-04-19,NFTX/WETH,8394.55324669947
2021-04-19,NFTX/YFI,184870.11194678416
2021-04-19,NIF/WETH,4257.083845317856
2021-04-19,NIOX/LUNA,6231.436390939289
2021-04-19,NIOX/WETH,5341.254090953001
2021-04-19,NPXS/RSR,452.640397129229
2021-04-19,NPXS/WETH,172.28823866125506
2021-04-19,NSBT/WETH,830.8924707372986
2021-04-19,OCC/USDT,9262.635193657643
2021-04-19,OCEAN/VISR,7016.14878507505
2021-04-19,OCTO/USDC,108937.57142206727
2021-04-19,OCTO/WETH,2310.7969695590023
2021-04-19,OGN/CVP,511.9784771635027
2021-04-19,OGN/GDAO,12411.648938606377
2021-04-19,OGN/IDLE,4922.287513154564
2021-04-19,OGN/LABS,6616.61417891954
2021-04-19,OGN/MATIC,4922.287513154564
2021-04-19,OGN/RUNE,7374.21350285328
2021-04-19,OGN/USDC,27901.788637123493
2021-04-19,OGN/WETH,11251.34825707368
2021-04-19,OHM/COMP,8920.512807118203
2021-04-19,OHM/DAI,3298.620972444215
2021-04-19,OHM/WETH,2886.5167569806245
2021-04-19,OIN/USDT,43779.12096283417
2021-04-19,OMG/WETH,2349.2983720536777
2021-04-19,ONG/DAFI,781.16465682002
2021-04-19,OPIUM/1INCH,686.0562277911071
2021-04-19,OPIUM/DONUT,1608.1786536016075
2021-04-19,OPIUM/USDT,15074.44671281146
2021-04-19,OPIUM/WETH,3262.3526083554475
2021-04-19,ORBS/WETH,7397.2563207530275
2021-04-19,ORN/DAI,77216.36088580289
2021-04-19,ORN/WETH,8847.382162180354
2021-04-19,ORO/USDT,4241.11648548257
2021-04-19,ORO/WETH,6542.122336345622
2021-04-19,OVR/ENJ,4264.003704737373
2021-04-19,PAID/CFI,3913.73965058694
2021-04-19,PAID/CVR,1004.4516375800105
2021-04-19,PAID/GYSR,3657.489899776767
2021-04-19,PAID/USDT,2935.2054315387527
2021-04-19,PAID/WETH,114160.35582841448
2021-04-19,PAID/YF-DAI,3913.73965058694
2021-04-19,PAINT/WETH,794.6456203076448
2021-04-19,PAX/USDC,95590.25816211248
2021-04-19,PAX/USDT,150.60218638818924
2021-04-19,PBR/XOR,7.3036383007765515
2021-04-19,PBTC/WBTC,516629.08692092926
2021-04-19,PBTC/WETH,2312.922702242806
2021-04-19,PDEX/USDC,28631.293746544805
2021-04-19,PERP/BAT,5962.678275089512
2021-04-19,PERP/RAZOR,1196.73800840094
2021-04-19,PERP/USDT,22061.597514642264
2021-04-19,PERP/WETH,299184.67857412365
2021-04-19,PHNX/WETH,14243.721874992932
2021-04-19,PHNX/YAXIS,9352.156623874675
2021-04-19,PICA/WETH,4775.935545560279
2021-04-19,PICKLE/PERP,19622.37261807954
2021-04-19,PICKLE/WETH,78328.60844059716
2021-04-19,PICKLE/YFI,87061.25883350236
2021-04-19,PIE/ERN,440.53810001364565
2021-04-19,PIPT/WETH,10816.050342048127
2021-04-19,PKF/APY,19981.391163370532
2021-04-19,PLOT/USDT,4645.165752735244
2021-04-19,PLOT/WETH,3260.90961932976
2021-04-19,PLR/USDT,457.81295550237627
2021-04-19,PLR/WETH,3673.4361846792003
2021-04-19,PMON/WETH,18851.916852683094
2021-04-19,PNK/WETH,103650.3024408147
2021-04-19,POGE/WETH,11313.694221279695
2021-04-19,POGE/WOGE,3380.9483305966974
2021-04-19,POLC/WETH,2314.1760036305955
2021-04-19,POLK/AIOZ,15.965670170218395
2021-04-19,POLS/PAID,239.6511075322848
2021-04-19,POLS/PKF,364.42193162135015
2021-04-19,POLS/RAD,692.2281537734995
2021-04-19,POLS/SHIB,1662.6084105685695
2021-04-19,POLS/SXP,2995.63884415356
2021-04-19,POLS/WETH,8983.700253825791
2021-04-19,POLY/WETH,7258.9773699724265
2021-04-19,POODL/ALBT,7847.067025299507
2021-04-19,POODL/WETH,9097.903484410883
2021-04-19,POOL/DAI,3410.89828656329
2021-04-19,POOL/LUSD,3490.6749591047046
2021-04-19,POOL/USDC,3519.151158234307
2021-04-19,POOLZ/DSD,30501.043236564765
2021-04-19,POOLZ/WETH,25834.36715788699
2021-04-19,PREMIA/USDC,4925.09293192723
2021-04-19,PRIA/WETH,1926.4570104228292
2021-04-19,PROS/WETH,33350.31550435979
2021-04-19,PRQ/HEX,2177.442767316889
2021-04-19,PRQ/USDC,18111.497916326538
2021-04-19,PRQ/WETH,535.5918709189316
2021-04-19,PRQBOOST/NFY,1951.9829254773283
2021-04-19,PRQBOOST/WETH,63.93492579558838
2021-04-19,PUSH/USDC,1011.9122275509994
2021-04-19,PUSH/WETH,45230.178147612096
2021-04-19,PYR/WETH,2101.7512389655058
2021-04-19,Pikachu/DOBE,4239.1214
2021-04-19,Pikachu/SHIB,257.19874111221714
2021-04-19,Pikachu/WETH,218.51075808310168
2021-04-19,Pikachu/WOGE,19827.516503878345
2021-04-19,QNT/DPI,20220.566429697974
2021-04-19,QNT/MIR,1618.601003959989
2021-04-19,QNT/WETH,20153.401824248504
2021-04-19,RAD/DAI,6137.87914648794
2021-04-19,RAD/USDC,31678.32081027203
2021-04-19,RAD/WETH,21697.925194399257
2021-04-19,RAD/wOMI,700.9478507048179
2021-04-19,RAI/ALCX,7690.227441361375
2021-04-19,RAI/DAI,713349.4183271932
2021-04-19,RAI/USDC,17140.512231410434
2021-04-19,RAI/WETH,313744.34187209693
2021-04-19,RAINI/GRUMPY,715.6328067717637
2021-04-19,RAINI/USDC,61094.12363239999
2021-04-19,RAMP/RAD,689.0427620034739
2021-04-19,RARI/1INCH,2222.298935815139
2021-04-19,RARI/WETH,49646.008461016114
2021-04-19,RATS/HOKK,1796.6682991282544
2021-04-19,RAZOR/LINK,13725.5802056949
2021-04-19,RAZOR/USDC,15724.52773582894
2021-04-19,RAZOR/USDT,23233.559111671002
2021-04-19,REEF/PAID,1977.5377125067203
2021-04-19,REEF/VALUE,4204.8459489995985
2021-04-19,REEF/WETH,47968.00033197888
2021-04-19,REN/AMP,36084.672634029645
2021-04-19,REN/DPI,8815.3589445119
2021-04-19,REN/TUSD,885533.56124039
2021-04-19,REN/USDT,30779.501695597028
2021-04-19,REN/WETH,1095618.7146585654
2021-04-19,RENBTC/WBTC,16626.52353979204
2021-04-19,RENBTC/WETH,55569.15239329884
2021-04-19,RENDOGE/USDT,60927.25136573768
2021-04-19,RENDOGE/WETH,545.3497564768815
2021-04-19,RENZEC/LINK,3019.441040632642
2021-04-19,RENZEC/WETH,8723.305155638584
2021-04-19,REP/WETH,11872.397767638482
2021-04-19,REVV/SHIB,222.707733539202
2021-04-19,RFI/INFI,3542.145425502422
2021-04-19,RFOX/WETH,5070.8031335298
2021-04-19,RGT/DAI,55042.693219601206
2021-04-19,RGT/MKR,62789.47625903629
2021-04-19,RGT/ROOK,44189.823213778836
2021-04-19,RGT/SUSD,78168.15496531941
2021-04-19,RGT/USDC,47945.53489509078
2021-04-19,RGT/USDT,6665.45658607788
2021-04-19,RGT/WETH,72673.68735013125
2021-04-19,RGT/YAXIS,19042.56825015583
2021-04-19,RGT/ZCX,59756.42615783346
2021-04-19,RIO/USDC,66018.42755857224
2021-04-19,RLC/ORN,114980.63029233772
2021-04-19,RLY/SHIB,112951.9384550417
2021-04-19,RLY/USDT,4543.523020164448
2021-04-19,RLY/WOO,2526.958764039366
2021-04-19,ROOK/BNT,224707.55303500834
2021-04-19,ROOK/DAI,58633.708371577326
2021-04-19,ROOK/KP3R,130508.25504220006
2021-04-19,ROOK/LINK,14006.773111874927
2021-04-19,ROOK/PTF,3741.585893837723
2021-04-19,ROOK/USDC,15996.48782136587
2021-04-19,ROOK/USDT,241529.87828002815
2021-04-19,ROOK/WETH,252025.06744020537
2021-04-19,ROOK/ZRX,18277.708750236474
2021-04-19,ROOM/WETH,3872.925949514131
2021-04-19,ROUTE/LABS,1293.5830059777438
2021-04-19,RPL/ORN,1405.605604263636
2021-04-19,RPL/WETH,9745.045902615506
2021-04-19,RSD/WETH,156.29082893466847
2021-04-19,RSR/WETH,25250.318810166496
2021-04-19,RULER/DAI,12489.712678100499
2021-04-19,RULER/RGT,9609.917916394235
2021-04-19,RULER/WETH,11743.128453719248
2021-04-19,RULER/YFI,9345.991946336082
2021-04-19,RUNE/DUCK,1066.5131495341875
2021-04-19,RUNE/LINK,284807.9010767497
2021-04-19,RUNE/USDC,14227.656009560531
2021-04-19,RUNE/USDT,93360.87314568728
2021-04-19,RVF/USDC,9870.2487223555
2021-04-19,SAKE/HOKK,366.18287965128
2021-04-19,SAKE/SHIB,366.18287965128
2021-04-19,SAKE/WETH,27552.119477022214
2021-04-19,SATA/WETH,10846.0071955075
2021-04-19,SCAT/WETH,14124.911347502903
2021-04-19,SDT/MKR,31233.836470756032
2021-04-19,SDT/USDC,28665.73521845756
2021-04-19,SDT/USDT,9450.151982363453
2021-04-19,SDT/WETH,3171.2060883192034
2021-04-19,SEFI/WETH,18868.45491556438
2021-04-19,SEPA/USDC,7272.539222277723
2021-04-19,SETH/WETH,50441.21178453488
2021-04-19,SFI/DAI,40228.99634091139
2021-04-19,SFI/LTO,5199.470224043485
2021-04-19,SFI/POOLZ,19477.369476925418
2021-04-19,SFI/SUSD,40409.48024258386
2021-04-19,SFI/WETH,299408.6417401947
2021-04-19,SGT/USDC,5792.306123400753
2021-04-19,SGT/WETH,6896.121717424207
2021-04-19,SHAKE/USDC,5069.122515445031
2021-04-19,SHEESHA/DOBE,4162.088306417686
2021-04-19,SHEESHA/PDEX,1041.184766252199
2021-04-19,SHEESHA/PUSH,617.9331480130438
2021-04-19,SHEESHA/USDC,38294.12263040565
2021-04-19,SHEESHA/WETH,8592.204787519024
2021-04-19,SHFT/USDC,19558.201799912702
2021-04-19,SHFT/USDT,9386.134726090688
2021-04-19,SHIB/AKITA,1897.2134003396059
2021-04-19,SHIB/BUSD,1029.4556953203992
2021-04-19,SHIB/CHART,326.369376
2021-04-19,SHIB/DAI,4959.032203095002
2021-04-19,SHIB/DOBE,5469.95271
2021-04-19,SHIB/HOKK,179.86585438829601
2021-04-19,SHIB/KSEED,634.7821171179962
2021-04-19,SHIB/LEASH,3670.247200376857
2021-04-19,SHIB/LGO,5439.492641446369
2021-04-19,SHIB/SWAP,4416.314562350431
2021-04-19,SHIB/SXP,896.66533
2021-04-19,SHIB/USDC,50615.024599470766
2021-04-19,SHIB/USDT,114773.51890532342
2021-04-19,SHIB/VRA,1793.33066
2021-04-19,SHIB/WETH,325335.3049950471
2021-04-19,SHIB/WOGE,5379.991980000001
2021-04-19,SHIB/WOO,896.66533
2021-04-19,SHIH/WETH,14237.199336789954
2021-04-19,SHIT/DAI,1822.1642201711002
2021-04-19,SHOPX/USDC,569.1508861091476
2021-04-19,SHOPX/WETH,2823.2699156773742
2021-04-19,SHROOM/WETH,21839.159803513976
2021-04-19,SI/BFLY,2483.0281131100883
2021-04-19,SI/LDO,3864.152064861517
2021-04-19,SI/USDC,1980.962623434915
2021-04-19,SI/WETH,1975.1948984090702
2021-04-19,SLICE/RARI,453.4025173321868
2021-04-19,SMARTCREDIT/WETH,1617.2910486779142
2021-04-19,SNOW/DAI,28.56422585001632
2021-04-19,SNOW/SHIB,268.3947832417493
2021-04-19,SNX/DAI,15734.103735304257
2021-04-19,SNX/LINK,1850.610758732263
2021-04-19,SNX/LUNA,359257.13028544874
2021-04-19,SNX/MKR,1102585.9961840103
2021-04-19,SNX/RGT,155349.27023725904
2021-04-19,SNX/SUSD,622573.8625362733
2021-04-19,SNX/USDC,504377.64367881324
2021-04-19,SNX/WETH,2382790.2293160786
2021-04-19,SNX/YFI,162766.30159241502
2021-04-19,SNX/aUSDC,37416.56245904307
2021-04-19,SOAR/RSR,719.9460784061675
2021-04-19,SOGE/WETH,4187.168741592813
2021-04-19,SOGE/WOGE,12464.773106557552
2021-04-19,SOTA/WETH,774.6843983363985
2021-04-19,SPC/USDT,14884.41193642657
2021-04-19,SPC/WETH,16449.521030588698
2021-04-19,SPI/CHAIN,407.0746097542332
2021-04-19,SPI/LABS,6664.045130995924
2021-04-19,SPI/USDC,14389.024381595438
2021-04-19,SPI/USDT,2920.3803214132054
2021-04-19,SPI/WETH,2998.8735165109692
2021-04-19,SQRT/EMI,35.18756401765797
2021-04-19,SRK/SHIB,919.5506993152
2021-04-19,SRM/WETH,4334.039853395638
2021-04-19,STA/DSLA,517.7591964058904
2021-04-19,STA/WETH,2567.9071871842493
2021-04-19,STABLEx/USDT,249.97722325042696
2021-04-19,STAKE/MATIC,7767.032263489022
2021-04-19,STAKE/USDC,45797.21658673708
2021-04-19,STETH/LDO,41558.9459502434
2021-04-19,STETH/SUSD,4013.1137203045337
2021-04-19,STN/USDC,384.9292533816494
2021-04-19,STORJ/WETH,6543.873698270832
2021-04-19,STR/USDC,66955.79848626115
2021-04-19,STR/WETH,2719.426984194748
2021-04-19,SUPER/COOK,5431.129513750486
2021-04-19,SUPER/DFSOCIAL,745.8181560423382
2021-04-19,SUSD/BUSD,161355.8323193228
2021-04-19,SUSD/CRO,50415.255807422
2021-04-19,SUSD/DAI,105223.9443894722
2021-04-19,SUSD/FTT,1014.6203381085784
2021-04-19,SUSD/GRT,4711.677114808375
2021-04-19,SUSD/LINK,210645.9148752776
2021-04-19,SUSD/USDC,39845.494957441595
2021-04-19,SUSD/USDT,157167.14567064054
2021-04-19,SUSD/WBTC,2016.61023229688
2021-04-19,SUSD/WETH,943989.4200569582
2021-04-19,SUSD/YFI,165139.3942148501
2021-04-19,SUSHI/1INCH,1846.2046127474682
2021-04-19,SUSHI/COMP,359.9929095728248
2021-04-19,SUSHI/NEXO,1383.8268889745852
2021-04-19,SUSHI/NFTX,24640.546921627076
2021-04-19,SUSHI/PICKLE,4056.57495970767
2021-04-19,SUSHI/USDC,3922403.425367559
2021-04-19,SUSHI/USDT,1119395.3189152877
2021-04-19,SUSHI/WETH,4183966.259910211
2021-04-19,SUSHI/WNXM,23164.54993538448
2021-04-19,SWAP/OGN,3662.5775772515203
2021-04-19,SWAP/WETH,8665.152221758983
2021-04-19,SWAP/WOO,710.934129585822
2021-04-19,SWM/USDT,575.5238185735617
2021-04-19,SXP/EDDA,1777.0626654269804
2021-04-19,SXP/SHIB,3795.2990445536557
2021-04-19,SXP/WETH,2584.399064908917
2021-04-19,SYNC/CARD,1404.9997758786762
2021-04-19,TEL/WETH,7218.266342929104
2021-04-19,TEND/WETH,161.9355633184481
2021-04-19,THKD/TUSD,570.3821925062861
2021-04-19,TIOX/WETH,924.4314453004544
2021-04-19,TKMN/WETH,10687.049078524075
2021-04-19,TONE/WETH,6188.838823589281
2021-04-19,TOP/WETH,2147.220471334367
2021-04-19,TORN/AKITA,23793.697607444843
2021-04-19,TORN/KYL,496.8006486368301
2021-04-19,TORN/UDT,3690.150645830241
2021-04-19,TORN/WETH,93546.02423913796
2021-04-19,TRDL/WETH,6507.24870367287
2021-04-19,TRIBE/ARMOR,1010.8719544936811
2021-04-19,TRIBE/FLX,3285.6014504213626
2021-04-19,TRIBE/WETH,9232.666031454022
2021-04-19,TRU/WETH,2565.4537902501274
2021-04-19,TUSD/TRU,46688.31417813454
2021-04-19,TUSD/WETH,42977.70563363236
2021-04-19,TUSD/aWBTC,19990.4491564234
2021-04-19,TVK/AIOZ,90.78208119550429
2021-04-19,TVK/PTF,2526.354050228131
2021-04-19,TVK/USDC,17262.434658032853
2021-04-19,TXL/DAI,1669.9909155916348
2021-04-19,TXL/ORO,1466.0494652654265
2021-04-19,UBI/USDC,955.1278963187573
2021-04-19,UBT/USDT,10262.006966739249
2021-04-19,UBT/WETH,12812.814500698492
2021-04-19,UBXT/WETH,9654.620744177817
2021-04-19,UDOO/WETH,614.56988471868
2021-04-19,UDT/MKR,28566.664445963663
2021-04-19,UDT/PDEX,1138.9305824217897
2021-04-19,UDT/USDT,22784.465046168014
2021-04-19,UDT/WETH,19659.999155412446
2021-04-19,UFT/UST,5826.8444288530645
2021-04-19,UMA/PLOT,530.707126190539
2021-04-19,UMA/SUSHI,163609.39661801766
2021-04-19,UMA/USDC,396294.01886240614
2021-04-19,UMA/USDT,8963.011617128941
2021-04-19,UMA/WETH,19408.58273088491
2021-04-19,UMB/SHIB,27.541959455789577
2021-04-19,UMB/USDC,10495.911883015817
2021-04-19,UMX/USDT,650.958384124749
2021-04-19,UMX/WETH,21585.591626249447
2021-04-19,UNI/DAI,145870.0333219369
2021-04-19,UNI/DSLA,388.73902468364764
2021-04-19,UNI/LINK,2195011.1424543085
2021-04-19,UNI/USDC,248905.94878803182
2021-04-19,UNI/WETH,4708.777882952991
2021-04-19,UNI/WOO,357.23697294365365
2021-04-19,UNI/⚗️,32377.9372278762
2021-04-19,UNIQ/WETH,5620.899954273873
2021-04-19,UNISTAKE/RUNE,421.0379889345853
2021-04-19,UNN/LTO,9644.615123492675
2021-04-19,UNN/WETH,12653.42990790611
2021-04-19,URUS/USDC,71511.53521750934
2021-04-19,USDC/1INCH,222689.00648221065
2021-04-19,USDC/2GT,3000.2192278092903
2021-04-19,USDC/ALCX,36056.89627862773
2021-04-19,USDC/ALPHA,65001.806204244655
2021-04-19,USDC/AMP,1849.9974813011645
2021-04-19,USDC/ARMOR,2495.0185912433244
2021-04-19,USDC/BID,6688.649955821472
2021-04-19,USDC/BNT,335311.1228799841
2021-04-19,USDC/BOND,132876.3828426058
2021-04-19,USDC/CRV,99999.863854117
2021-04-19,USDC/DAI,10324910.233309474
2021-04-19,USDC/DELTA rLP,12226.470684140864
2021-04-19,USDC/DERI,2000.07626076954
2021-04-19,USDC/DOBE,1000.02778775761
2021-04-19,USDC/DPR,149018.3269820299
2021-04-19,USDC/ETH2x-FLI,25125.799268174993
2021-04-19,USDC/FARM,360008.2898028714
2021-04-19,USDC/FEG,40583.0789305143
2021-04-19,USDC/FEI,294046.8150662428
2021-04-19,USDC/FLy,2399.9981390235357
2021-04-19,USDC/FRAX,66619.3190393958
2021-04-19,USDC/FTT,38995.28484852139
2021-04-19,USDC/GRT,581.0667267284206
2021-04-19,USDC/GUSD,100002.778775761
2021-04-19,USDC/HEX,3949.217745306373
2021-04-19,USDC/HEZ,15001.09613904645
2021-04-19,USDC/HOGE,30003.134273552103
2021-04-19,USDC/HUSKY,483.55778283556435
2021-04-19,USDC/HY,10001.3764848522
2021-04-19,USDC/ISLA,9479.751092125813
2021-04-19,USDC/KEL,9999.9863854117
2021-04-19,USDC/KINE,98983.0639444977
2021-04-19,USDC/KNC,15001.09613904645
2021-04-19,USDC/KP3R,306181.2524762949
2021-04-19,USDC/KSEED,4072.1121559794
2021-04-19,USDC/LDO,49997.5783412905
2021-04-19,USDC/LINK,429916.0536093811
2021-04-19,USDC/LPL,1500.20647272783
2021-04-19,USDC/LUSD,1007980.4035664177
2021-04-19,USDC/MAD,4400.167773692989
2021-04-19,USDC/MANA,35098.99494070144
2021-04-19,USDC/MAPS,783.0058344463018
2021-04-19,USDC/MATIC,203739.54262869633
2021-04-19,USDC/MIR,6884.760023523246
2021-04-19,USDC/MKR,1221339.5243974442
2021-04-19,USDC/OCEAN,2455.943281716679
2021-04-19,USDC/OPIUM,5414.723358839307
2021-04-19,USDC/PAID,4024.5400882350823
2021-04-19,USDC/PDEX,10104.99216451368
2021-04-19,USDC/PICKLE,2502.240049052895
2021-04-19,USDC/PKF,1999.99727708234
2021-04-19,USDC/PNK,8320.907389224369
2021-04-19,USDC/RAD,29998.5470047743
2021-04-19,USDC/RAMP,32099.080843205596
2021-04-19,USDC/RENDOGE,30002.1922780929
2021-04-19,USDC/RFOX,19999.0313365162
2021-04-19,USDC/RGT,28265.17749138591
2021-04-19,USDC/RPL,12000.876911237161
2021-04-19,USDC/RUNE,23530.539406339878
2021-04-19,USDC/SFI,7000.05215980091
2021-04-19,USDC/SHIB,393154.86933066056
2021-04-19,USDC/SKL,2650.364768485833
2021-04-19,USDC/SNX,100000.74514201302
2021-04-19,USDC/SUSD,100013.764848522
2021-04-19,USDC/SUSHI,167791.1763307375
2021-04-19,USDC/SWAP,73145.0136395137
2021-04-19,USDC/UNI,104750.3332455961
2021-04-19,USDC/UNIFI,5000.36537968215
2021-04-19,USDC/USDT,11345447.710592072
2021-04-19,USDC/UST,5002049.514390654
2021-04-19,USDC/VISR,13990.533444082932
2021-04-19,USDC/VSD,14999.97957811755
2021-04-19,USDC/WASABI,48999.962005063855
2021-04-19,USDC/WBTC,197160.11204196038
2021-04-19,USDC/WETH,2223394.5585065125
2021-04-19,USDC/WOO,111688.70818900931
2021-04-19,USDC/XOR,8259.748100655523
2021-04-19,USDC/YAX,43332.03600420653
2021-04-19,USDC/YAXIS,5515.468342844528
2021-04-19,USDC/YLD,66.00482301180438
2021-04-19,USDC/aAAVE,100003.813038477
2021-04-19,USDC/aUSDC,134494.6488358458
2021-04-19,USDC/aWETH,250006.4998723935
2021-04-19,USDC/cBSN,112438.44723938908
2021-04-19,USDC/pETH18C,4350.598770910707
2021-04-19,USDC/wOMI,1999.90313365162
2021-04-19,USDT/1INCH,69291.72238761044
2021-04-19,USDT/AAVE,6998.99585105462
2021-04-19,USDT/AKITA,10000.7581208907
2021-04-19,USDT/ALCX,150810.78113227463
2021-04-19,USDT/ALN,4999.2827507533
2021-04-19,USDT/AMP,466382.69253670046
2021-04-19,USDT/AMPL,76985.75375954848
2021-04-19,USDT/API3,249.95374597256
2021-04-19,USDT/ARCX,3109.8700408374734
2021-04-19,USDT/AXS,250015.880779345
2021-04-19,USDT/BNT,298071.7794906266
2021-04-19,USDT/CAT,2754.934243633308
2021-04-19,USDT/CFI,3491.4116499623374
2021-04-19,USDT/CREAM,7459.577199761131
2021-04-19,USDT/CRO,9978.153539224595
2021-04-19,USDT/CRV,25818.654809051313
2021-04-19,USDT/CTDG,400.455762522165
2021-04-19,USDT/CVR,6281.928540269029
2021-04-19,USDT/DAI,1001921.670905653
2021-04-19,USDT/DAWN,12000.774566380249
2021-04-19,USDT/DERI,9999.9651301209
2021-04-19,USDT/DIGG,49990.749194512005
2021-04-19,USDT/DNT,50003.790604453505
2021-04-19,USDT/DODO,37992.96938782912
2021-04-19,USDT/DOV,5000.37906044535
2021-04-19,USDT/DPI,39982.47005161189
2021-04-19,USDT/DUCK,249.95374597256
2021-04-19,USDT/ERN,3999.42620060264
2021-04-19,USDT/EVN,748.2088189736431
2021-04-19,USDT/FX,29976.452846997177
2021-04-19,USDT/GLCH,883.1277466840238
2021-04-19,USDT/GRUMPY,999.9965130120901
2021-04-19,USDT/GS,4400.518836961984
2021-04-19,USDT/HGET,9998.1498389024
2021-04-19,USDT/HOGE,24018.981845808645
2021-04-19,USDT/HUSKY,3000.19056935214
2021-04-19,USDT/IHF,5999.13930090396
2021-04-19,USDT/ILV,40001.2007225894
2021-04-19,USDT/INXT,3054.3708086782176
2021-04-19,USDT/KSEED,1499.72247583536
2021-04-19,USDT/LDO,49990.749194512005
2021-04-19,USDT/LINA,44969.61435725624
2021-04-19,USDT/LINK,4499.33369254776
2021-04-19,USDT/LUNA,1100.069875429118
2021-04-19,USDT/LUSD,250015.880779345
2021-04-19,USDT/MARSH,8140.9970527662
2021-04-19,USDT/MASK,25152.67464960067
2021-04-19,USDT/MATTER,59988.899033414404
2021-04-19,USDT/MIR,637886.41473433
2021-04-19,USDT/MTLX,24388.96983858941
2021-04-19,USDT/NMR,99967.57817642344
2021-04-19,USDT/NOIA,99.981498389024
2021-04-19,USDT/OPIUM,599.997907807254
2021-04-19,USDT/PBTC35A,32586.844769670035
2021-04-19,USDT/PDEX,10001.1791749136
2021-04-19,USDT/POGE,4167.811399920094
2021-04-19,USDT/POLS,3479.707767491017
2021-04-19,USDT/POODL,1500.09528467607
2021-04-19,USDT/POOLZ,14272.540424155028
2021-04-19,USDT/PTF,1269.8178186913383
2021-04-19,USDT/PUSH,15004.69036216425
2021-04-19,USDT/RARI,12299.441507514373
2021-04-19,USDT/REEF,79990.4152751958
2021-04-19,USDT/RENDOGE,49999.8256506045
2021-04-19,USDT/RING,15001.137181336051
2021-04-19,USDT/ROOK,65007.664636938396
2021-04-19,USDT/RUNE,6998.70488723168
2021-04-19,USDT/SAFEEARTH,20001.5162417814
2021-04-19,USDT/SHIB,180001.3340217125
2021-04-19,USDT/SPI,79005.98915503653
2021-04-19,USDT/SUPER,15597.113748687745
2021-04-19,USDT/SUSHI,3999.25993556096
2021-04-19,USDT/SWM,334.2539994562808
2021-04-19,USDT/TIDAL,1279.9955366554752
2021-04-19,USDT/UNI,50499.863556649034
2021-04-19,USDT/USDC,3927945.7627720325
2021-04-19,USDT/UST,528082.9909631201
2021-04-19,USDT/VETH,19961.51320929784
2021-04-19,USDT/WBTC,155493.52868933935
2021-04-19,USDT/WETH,362078.5969316679
2021-04-19,USDT/WOGE,5000.5895874568
2021-04-19,USDT/XFT,7498.92412612995
2021-04-19,USDT/XRT,32002.42599385077
2021-04-19,USDT/YAX,3000.20228567352
2021-04-19,USDT/YUSD,1999.62996778048
2021-04-19,USDT/Yfic,599.90146021227
2021-04-19,USDT/ZCX,41822.931073653686
2021-04-19,USDT/ZRX,3999.25993556096
2021-04-19,USDT/bDPI,16001.21299342512
2021-04-19,USDT/cBSN,4000.25409246952
2021-04-19,USDT/renDGB,39997.8542540248
2021-04-19,USF/WETH,55885.12866285929
2021-04-19,UST/BNT,8678.995796945646
2021-04-19,UST/BOND,9960.120505068968
2021-04-19,UST/BUSD,129481.88994796394
2021-04-19,UST/DRC,4926.399994971198
2021-04-19,UST/MIR,728019.5320117734
2021-04-19,UST/USDT,2133962.6200918346
2021-04-19,UST/WETH,9025.269130070588
2021-04-19,UTK/ERN,5766.085366273201
2021-04-19,VBNT/USDC,35390.58403084916
2021-04-19,VBNT/WETH,63246.234418903936
2021-04-19,VISR/MTHD,33069.1772277431
2021-04-19,VISR/PUSH,17291.85963118948
2021-04-19,VISR/USDC,71369.23073685316
2021-04-19,VISR/WETH,72090.07129358765
2021-04-19,VRA/WETH,38964.77557446028
2021-04-19,VRA/WOGE,38729.54911673964
2021-04-19,VSP/AMP,18900.349473393628
